X,T,Y
0.4967141530112327,0,0.4423340787828039
-0.13826430117118466,1,2.0625915598782862
0.6476885381006925,0,0.9927605339562487
1.5230298564080254,1,3.3224196204651073
-0.23415337472333597,0,-0.12210713381812759
-0.23413695694918055,0,-0.22784075655828312
1.5792128155073915,1,3.628050864781807
0.7674347291529088,0,0.38092983722517554
-0.4694743859349521,1,1.5427807011945194
0.5425600435859647,0,0.7915591892086894
-0.46341769281246226,0,0.2621541110850586
-0.46572975357025687,0,0.013905659472346565
0.24196227156603412,0,1.3185535003218123
-1.913280244657798,0,-2.2969540261018224
-1.7249178325130328,0,-1.2887575141526937
-0.5622875292409727,1,1.529383473628203
-1.0128311203344238,1,2.0820703462744126
0.3142473325952739,1,1.910098189917698
-0.9080240755212111,0,-1.327884996611599
-1.4123037013352917,0,-1.7120000240573028
1.465648768921554,1,2.403700906766651
-0.22577630048653566,0,-0.4886538113269162
0.06752820468792384,1,1.6879618739110749
-1.4247481862134568,0,-1.349551292975353
-0.5443827245251827,0,-0.37350473663660294
0.11092258970986608,0,1.0490080093178091
-1.1509935774223028,0,-0.6757816583292777
0.37569801834567196,1,2.0872461905144704
-0.600638689918805,1,0.950153974407016
-0.2916937497932768,0,-0.04573416404002392
-0.6017066122293969,0,-1.261823215739718
1.8522781845089378,1,4.768007567436115
-0.013497224737933914,1,2.5762228356227097
-1.0577109289559,0,-1.2922987550082523
0.822544912103189,1,1.9659776475577502
-1.2208436499710222,0,-0.5439074628883156
0.2088635950047554,1,2.1515936723784463
-1.9596701238797756,0,-1.3407619678930447
-1.3281860488984305,0,-2.125399878295614
0.19686123586912352,0,-0.10282627560776292
0.7384665799954104,0,0.741088429854502
0.1713682811899705,0,0.19485857807234153
-0.11564828238824053,0,-0.34068101812786233
-0.3011036955892888,0,0.010321270584460585
-1.4785219903674274,0,-2.0123322050587245
-0.7198442083947086,0,-0.7910339509053554
-0.4606387709597875,0,-0.4004909551038381
1.0571222262189157,1,3.31434164324829
0.3436182895684614,1,2.699425728612906
-1.763040155362734,1,-0.3253612012816687
0.324083969394795,0,-0.44297311597301614
-0.38508228041631654,1,2.253756130532938
-0.6769220003059587,0,-0.510764994316163
0.6116762888408679,1,2.237433020562591
1.030999522495951,1,3.8065755102572125
0.9312801191161986,1,2.989117436262628
-0.8392175232226385,0,-0.24956893119072532
-0.3092123758512146,1,1.7245468648538398
0.33126343140356396,0,1.3616373938445574
0.9755451271223592,1,3.8532155483439614
-0.47917423784528995,1,1.3963436879151732
-0.18565897666381712,1,2.3001264988133605
-1.1063349740060282,0,-0.7836469992134545
-1.1962066240806708,0,-0.5118908453144965
0.812525822394198,1,2.330064092104146
1.356240028570823,1,3.699265758570043
-0.07201012158033385,0,0.4572021218444601
1.0035328978920242,0,0.12416315468046701
0.36163602504763415,1,1.7700067687147465
-0.6451197546051243,0,-1.6647358434851744
0.36139560550841393,1,2.226692188286135
1.5380365664659692,1,3.8968076943639502
-0.03582603910995153,1,2.7153524869380625
1.564643655814006,1,3.601691046023894
-2.6197451040897444,0,-1.8054373313040983
0.8219025043752238,1,2.131851775267778
0.08704706823817134,1,1.235355848560594
-0.29900735046586785,0,-0.32678119991417726
0.0917607765355023,1,2.2837935010051558
-1.9875689146008928,0,-2.003916288647939
-0.21967188783751193,0,-1.2533929378574502
0.3571125715117464,0,0.31255255175535224
1.477894044741516,1,2.8256592944890895
-0.5182702182736474,0,-0.18343394385862816
-0.8084936028931876,0,-0.6251944798447635
-0.5017570435845365,1,1.0283030632517858
0.9154021177020741,1,2.658468659033727
0.32875110965968446,0,-0.20085565128479133
-0.5297602037670388,1,1.4389002475963752
0.5132674331133561,1,2.990838593363975
0.09707754934804039,1,1.6042145261802685
0.9686449905328892,1,3.2206682482918114
-0.7020530938773524,0,-0.9671819030635728
-0.3276621465977682,1,1.2759014372710598
-0.39210815313215763,1,1.5543766668905634
-1.4635149481321186,0,-1.9811361093418056
0.29612027706457605,1,2.019295624390985
0.26105527217988933,0,-0.3378836741145349
0.0051134566424609,1,2.9874760231006556
-0.23458713337514742,0,-0.21695535738928312
-1.4153707420504142,1,0.23476650395329313
-0.42064532276535904,0,-0.31365536739824806
-0.3427145165267695,1,1.6011214586278157
-0.8022772692216189,1,1.08723793101177
-0.16128571166600914,0,0.14579763835570347
0.4040508568145384,1,2.7828047118381907
1.8861859012105302,1,3.6209353274052667
0.17457781283183896,1,1.8866686925094989
0.257550390722764,1,2.120024542146942
-0.0744459157661671,1,0.7745935018660406
-1.9187712152990415,0,-2.6763667463983176
-0.026513875449216878,0,0.6569232582730453
0.06023020994102644,0,0.8827140666916683
2.463242112485286,1,4.338724092707097
-0.19236096478112252,1,2.0959175167467605
0.30154734233361247,1,2.4571724196053806
-0.03471176970524331,0,1.5047286345223756
-1.168678037619532,0,-0.6088905819022437
1.1428228145150205,1,3.0788640187746372
0.7519330326867741,0,0.27416281238656126
0.7910319470430469,0,-0.012191213085739339
-0.9093874547947389,1,1.1923443631388726
1.4027943109360992,1,3.0246189382939477
-1.4018510627922809,0,-2.112977917591118
0.5868570938002703,0,0.26357065167900695
2.1904556258099785,1,3.649681624002781
-0.9905363251306883,1,1.8530344924055941
-0.5662977296027719,0,-0.12547785112804666
0.09965136508764122,1,2.0956650444293325
-0.5034756541161992,1,2.236496415328814
-1.5506634310661327,0,-1.5119792772423235
0.06856297480602733,0,-0.36207912585810453
-1.0623037137261049,1,1.6992583249087239
0.4735924306351816,1,2.743047452477511
-0.9194242342338034,1,0.5619526886029684
1.5499344050175399,1,3.454765065975736
-0.7832532923362371,0,-1.2210624190286157
-0.3220615162056756,1,0.9865386183121563
0.8135172173696698,1,3.2766059911354906
-1.2308643164339552,1,1.72384400380111
0.22745993460412942,1,1.5281761476945588
1.307142754282428,0,1.5886273726277136
-1.6074832345612275,0,-1.9328045191221412
0.1846338585323042,1,1.941071166649956
0.2598827942484235,0,-0.036314167871011105
0.78182287177731,1,2.349827486937402
-1.236950710878082,0,-1.2126898969056685
-1.3204566130842763,1,0.2640683287102048
0.5219415656168976,0,0.657169978506817
0.29698467323318606,1,2.2718656185086177
0.25049285034587665,0,0.13101882691267178
0.34644820949697586,1,1.8926663784761768
-0.6800247215784908,0,-0.9684103868626572
0.23225369716100355,1,2.6099493100738815
0.29307247329868125,0,0.5435310671108716
-0.7143514180263678,1,0.7968709595743566
1.8657745111447566,1,3.9154406638593695
0.4738329209117875,0,0.849526482597682
-1.1913034972026486,0,-2.0260061377633347
0.6565536086338297,1,2.928233704823797
-0.9746816702273214,0,-1.3059935497002448
0.787084603742452,1,3.0723839380390316
1.158595579007404,1,2.7769660007361456
-0.8206823183517105,1,0.27687663131603
0.9633761292443218,1,2.1496049103027404
0.4127809269364983,1,2.436823400267189
0.82206015999449,1,2.951921410855231
1.8967929826539474,1,3.444634670101743
-0.2453881160028705,1,2.0739081133858166
-0.7537361643574896,0,-1.5844961954919694
-0.8895144296255233,0,-0.9225543289491815
-0.8158102849654383,1,0.5786816151533336
-0.07710170941410412,0,-0.4030197633151837
0.3411519748166435,0,0.36485131047485053
0.27669079933001905,0,-0.15351588331195715
0.8271832490360238,1,2.6349054769211113
0.01300189187790702,1,2.5161482964851274
1.4535340771573169,0,1.1650881423957424
-0.2646568332379561,0,0.15318922279461483
2.720169166589619,1,4.15531573926081
0.6256673477650062,0,0.8905694367226475
-0.8571575564162826,1,1.8636267539126676
-1.0708924980611123,1,-0.3067147481247572
0.4824724152431853,0,0.0840247875079469
-0.22346278532585084,0,0.06507327826441917
0.7140004940920919,1,2.612477801070596
0.47323762457354485,0,0.6588105612591992
-0.07282891265687277,1,1.625178493985217
-0.846793718068405,0,-0.803498824331955
-1.5148472246858646,1,0.40731415761809564
-0.4465149520670211,0,0.1373760787628826
0.8563987943234723,1,2.983609215974079
0.21409374413020396,1,2.382895075167805
-1.245738778711988,0,-1.4516772617732216
0.173180925851182,1,1.9293778138149351
0.3853173797288368,1,2.1690382858190262
-0.883857436201133,0,-0.6866313650119846
0.1537251059455279,0,-0.056767134464603575
0.058208718445999896,0,0.20309614689420633
-1.142970297830623,0,-0.10526989850790391
